-able	可;易
outdo	有过之而无不及;超前;超常发挥
outdone	不甘人后;不甘后人;不甘示弱;不遑多让;输给
outdoor	外展训练;外景;室外;户外;拉场子;拓展训练;新风系统;活动;露台;顶楼
outdoors	出操;在户外;外头;屋外;打野炮;露;露天;露宿;风餐露宿
outer	上衣;丹凤眼;乌里雅苏台;五劳七伤;价电子;内场;凤眼;咬唇妆;在外;外侧;外在超越;外场;外壳;外太空;外套;外层;外层空间;外带;外满洲;外环线;外皮;外眦;外眼角;外积;外耳;外耳道;外蒙;外蒙古;外衣;外边;外郭城;外间;外院;大福;天外;天外来客;太和殿;太空;封皮;小眼角;市郊;帮;帮子;库珀带;形式;棺椁;椁;永定门;深空;漠北;瓶胆;甲壳;皮;皮壳;皮面;眉尖;眉角;眼尾;眼角;科布多;空间;篾;耳壳;耳廓;耳郭;蜘蛛人;袖套;赛德娜;远郊;郭;郭城;锪孔;面子
outermost	罩袍;角质层;髂
outfield	外场;外野
outfielder	外野手
outfit	一袭;套装;情侣装;撞衫;着装;穿搭;舾装;草台班子;行头;装备;配备
outflank	包抄;抄后路;迂回
outflow	人才流失;外流;外逃;尾水;尾水渠道;开源节流;资本外逃;进出
outgoing	发文;呼出;外放;自来熟
outgrow	翅膀硬
outgrowth	骨刺
outing	出游;小游;春游;秋游;踏青赏花;郊游;野游;野炊
outlandish	奇葩;怪模怪样;穿凿附会;边声
outlaw	不法分子;喽啰;武松;落草;落草为寇;金盆洗手
outlaws	另册;施耐庵;水浒传;水浒全传;绿林好汉;除暴
outlay	用
outlet	代销店;出气口;出水口;出路;出风口;去路;奥特莱斯;插座;畅货中心;经销商;网点;销售点;门市
outlets	奥特莱斯
outline	不可端倪;凡;剪影;勾勒;大略;大纲;头绪;峰峦;崖略;廓;描金;提纲;梗概;概括;概要;概论;略;端绪;简述;纲;纲要;考纲;腹稿;草稿;要略;轮廓;轮廓线;轮廓鲜明
outlining	倡议书
outlook	一孔之见;世界观;井底之蛙;前瞻;前途;展望;拓展;本位;气魄;科学发展观;积极;经济前途;观;视野;顺风转舵
outlying	离岛;谪;边远
outmoded	不入时宜;不兴;不合时宜;保残守缺;古板;抱残守缺;老旧;腐旧;跳脱;陈规;陈规陋习
outnumbered	寡不敌众;敌众我寡
outpace	跑赢
outpatient	门诊;门诊室;门诊部
outperform	完虐;跑赢
outpost	前哨
outpouring	倾泄
output	产值;产出;产量;减产;出品;包产到户;包产到户制;发电量;国民收入;总产值;总产量;生产总值;计件工资;输出;额定;额定值
outrage	众怒;暴行;民愤;这还了得
outraged	愤激;抱不平
outrageous	不像话;不象话;伤天害理;匪夷所思;大胆;夸张;怪诞不经;悍然;悍然不顾;暴论;有脸;极品;狂悖;胡
outrageously	狮子大开口;色胆包天
outrages	为非作歹;胡作非为
outright	纯属
outs	不明就里;始末;底细;本末;玩转
outset	伊始;土生土长;始料未及;开初;开宗明义;破题;自始;起初;鲲鹏展翅
outside	一反常态;一手;三星堆;业余;两耳不闻窗外事;中国新闻社;中概股;之外;书腰;从里到外;他山之石可以攻玉;以外;体外;倒锁;兄弟阋于墙，外御其侮;内外;内忧外困;内忧外患;化外;半表半里;华教;反串;反锁;听房;听窗;城关;城外;域外;堭;境外;外;外债;外刚内柔;外力;外场;外头;外宽内忌;外放;外来;外界;外线;外网;外表;外边;外部;外间;外露;外面;外飞地;外食;多助;客串;封闭;局外;屋外;崩症;度外;开放;引进;影壁;心里美萝卜;打工;无疾而终;晴天娃娃;杜门不出;正反;治外法权;法外;物;由表及里;监外执行;稃;筎;红筹股;自习;舱外活动;花貌蓬心;荒郊;血崩;表里;表里不一;表面;超经验;轵;逍遥自在;郊野;里勾外连;里应外合;野外;门外;闭门造车;阆;隔行如隔山;隔靴搔痒;面儿;面子;香蕉人;骖;鬲
outside-flexible	外圆内方
outsider	外人;外传;外地人;异己;当局者迷，旁观者清;旁观者清
outsiders	仇外;外侮;掺沙子;旁人;疏不间亲;肉烂在锅里;胳膊肘朝外拐
outskirts	乡郊;四郊;城郊;甸;近郊;近郊区;远郊;郊;郊区;郊外
outsmart	智取;棋高一着
outsource	委外
outsourcing	外包;外协
outspoken	了当;伉;刚直;嘴快心直;心直口快;心直嘴快;没心眼;直来直往;直爽;直肠直肚;知无不言，言无不尽;豪爽
outstanding	一枝独秀;一等一;上佳;不同凡响;了得;人尖儿;人杰;优生;优秀;优等生;伟岸;佼佼;俊杰;傲视群伦;出众;出尖;出彩;出类拔萃;出色;功业;卓;卓乎不群;卓尔不群;卓异;卓然;卓著;卓越;卧龙;厉害;名优;国色天香;大圣;天香国色;孑孑;尤;峥嵘;崭然;崭露头角;开国功臣;彪炳;彪焕;战功;才华出众;才气过人;才识过人;拔群;拔萃;拔高;挺;数得上;数得着;斐然;显著;未了;未决;杰;杰出;泰山北斗;特出;特异;独步;独领风骚;珠玉;看家;神笔;突出;绝伦;群雄;翘;翘居群首;翘楚;耿介;脱俗;英;著;行行出状元;赊账;赫赫;超拔;超群;超群绝伦;轶;过人;逸;逸尘;逸群;隽品;隽楚;隽茂;颖;风流;首屈一指;高强;高才;高材;高材生;高迈;魁;龙虎
outstandingly	优异;俊拔;出彩;利器;翘材
outstretched	庹;引颈
outstrip	超过
outtake	NG;NG片段;NG镜头
outtakes	幕后花絮
outward	出;势;卖相;向外;外溢;外表;外观;牝牡骊黄;胳膊肘朝外拐;表象;表里;貌;运出运费;里子;阳奉阴违;骊黄牝牡
outwardly	改头换面;文青;明里;腹黑;表面上;闷骚
outwards	传出;八字步
outweigh	瑕不掩瑜
outwit	尔虞我诈;智取
outworn	抱残守缺
ouyang	唐初四大家;唐宋八大家;德薄能鲜;新五代史;新唐书;欧阳;欧阳予倩;欧阳修;欧阳询
ova	未受精
oval	卵圆;卵圆形;卵圆窗;卵形;月琴;椭圆;椭圆形;椭圆形办公室;牛脷酥;瓜子脸;金枣
oval-shaped	巨蛋;橄榄球;蛋
ovaltine	阿华田
ovarian	卵巢窝;卵泡
ovaries	卵精巢;捐卵
ovary	卵巢;多囊卵巢综合症;子房;蟹黄
ovata	梓
ovation	满堂彩
oven	出炉;微波炉;新出炉;有了;水波炉;炉子;炉架;烘炉;烘箱;烤房;烤炉;烤箱;焚尸炉;窑;自洁
over	PUA;一带而过;一次又一次;一笔带过;一身汗;一遍又一遍;丁玲;三伏;三江并流;三番五次;三角肌;上万;上交;下来;下辖;不到长城非好汉;不怕官，只怕管;不管白猫黑猫，捉住老鼠就是好猫;世界各地;世袭之争;东风压倒西风;主持;举棋不定;久经考验;久而久之;久负盛名;久远;久陪;了了;争取;争嘴;争夺;争抢;争斤论两;争相;争长论短;二十多;二十年目睹之怪现状;二郎腿;交;交与;交付;交出;交卸;交接;交班;交由;交给;交运;交钱;人定胜天;介怀;付;代班;伏;伏案;伏虎;会期;伤痕累累;体无完肤;余剩;余力;佛跳墙;作威作福;佝偻;侧翻;俯身;倍增;倒下;倒塌;倒扁;倒粪;借题发挥;倾倒;倾城;停留;先天不足，后天失调;兜翻;公有化;关城;具结;兼并;再三;再三再四;再四;冤气;冰封;几次三番;凭陵;出纳;出线;函办;函送法办;分布;切换;剥皮;剩下;剩余;劝服;勾留;匾;十多亿;千叮万嘱;华盖;协商;厄尔尼诺现象;历年;友尽;反复;反思;反手;反掌;反正;发烧;取胜;口口声声;口络;只见;台阶;吃螺丝;同比;后金;吴趼人;吹灯拔蜡;周;咀嚼;咂摸;和稀泥;咬嚼;咸鱼翻身;哀悼;响遍;商量;嘎了;嘶;四处;四海飘零;四溢;回味;国徽;国祚;圈粉;坑;坑人;垂涎三尺;垫底;埃德加·斯诺;复;外溢;夗;大动干戈;大寿;大江南北;天下乌鸦一般黑;天低吴楚，眼空无物;天南地北;太阳从西边出来;太阳照在桑干河上;夫权;套头;妪;守候;完;官渡之战;室迩人遐;宰割;寓目;寸口;对牛弹琴;寻味;封冻;封河期;小桥流水;小题大做;屈服;崛立;崛起;左思右想;巴前算后;巴闭;帘幕;幢;平息;年复一年;年来;年过;年逾;年逾古稀;并购;庞德;庸人自扰;廉颇;延期付款;开外;弃旧图新;弓背;归公;形式主义;得胜;心头好;心服;心服口服;心花怒放;忖量;思前想后;思忖;思考;思谋;思量;恼羞成怒;悔过自新;悲悼;想不开;想不通;想开;想通;战胜;才华横溢;扑;打圆场;打跟头;扫;扫视;扭送;承尘;投敌;折;折服;折箩;折缝;折腾;折跟头;折过儿;抢;披;披肩;披览;拂;拉尼娜;拦检;择;拼命讨好;挂在嘴边;挎;挪开;捂住;换班;捣腾;捯;掀翻;掠;接;接任;接力棒;接手;接掌;接收;接替;接棒;接班;接管;推倒;推敲;掩人耳目;掩饰;掰开揉碎;描摹;描红;搭连;摆满;摇人;摹写;撞倒;攀越;攘场;收兵;收揽;收缴;收购;改换;改用;改过自新;改邪归正;攻心;放倒;放送;故知;教案;散居;散落;文饰;斤;斤斤计较;斯诺;方言;无远弗届;既往不咎;日久;日积月累;日落西山;日进斗金;早死早超生;星罗棋布;普降;更张;更替;替古人担忧;未央;末伏;本末倒置;杀猪盘;李舜臣;枕藉;林来疯;架二郎腿;柏举之战;查看;栽筋斗;栽跟头;横流;横说竖说;横越;横躺竖卧;橹;欧了;残留;残留物;毛腰;民怨沸腾;民怨鼎沸;气口;水上运动;汉语大词典;沉淀;沸腾;沿革;法兰克;泸定桥;洒满;洗心革面;洪水滔滔;洽商;流窜;浇头;浏览;浑;浑身;浑身上下;海日;涂去;涂改;涂盖;消损;涌泉相报;渡过;温书;溢出;满地找牙;满坑满谷;满处;满山遍野;满溢;满身;漫溢;潽;炆;炉架;点交;烘干;烘焙;烧;热恋;烽烟;焌;焌油;焘;焙;焙干;焙煎;熏制;熏烤;爱怜;犯嘀咕;狗急跳墙;独大;独立自主;狼顾;猪脚饭;猫腰;王;琢磨;生杀予夺;电爱;略去;略过;疑惑;痛心疾首;痛改前非;登上;百思不解;监视;盘桓;直皖战争;省察;看守;看开;看护;看顾;眼不见为净;眼不见，心不烦;睚眦必报;研议;碟仙;碥;碰倒;碰瓷;碾压;碾过;神魂颠倒;积久;积年;积年累月;积弱;积淀;移交;移送法办;端详;笑谈;笔仙;第四纪;笼络;筛;筛糠;管束;管辖;粉饰;红杏出墙;纣;绊脚;经停;经年累月;统御;统辖;缴;缴交;缴付;网下;网络语音;罩;翘二郎腿;翻;翻动;翻墙;翻山越岭;翻搅;翻旧账;翻桌;翻涌;翻看;翻篇儿;翻老账;翻腾;翻身;翻车;翻转;翻过;翻遍;翻面;考虑;耳发;职权;联播;脉口;脱胎换骨;腾越;舍生取义;船到码头，车到站;色令智昏;艾老;苦尽甘来;茶余饭后;落水狗上岸;落脚;蒙巴顿;蓦;虑;覆水难收;观览;解放;解放战争;警卫;计算;计议;讨价还价;讨论;讲价;说服;费心;走去;走字;赵州桥;赶来;超标;越;越俎代庖;越级;越过;趒;跋山涉水;跨;跨越;跨过;跳;跳过;蹬鼻子上脸;蹿房越脊;转产;转体;转入;转战千里;转眼即逝;辖;辛勤耕耘;辩论;边角料;过;过半;过去;过来;过渡;过火;过目;过节;迎来送往;返工;远端;违利赴名;连年;迟交;迣;迷魂;送交;逆断层;选送;逐年;递;递交;通话;逾;遍;遍体;遍体鳞伤;遍地;遍地开花;遍身;那边;邪不敌正;郑人争年;酝酿;释怀;重利轻义;重叠;重来;重温;重色轻友;重起炉灶;重量轻质;野炊;金国汗;铁道部;银丝卷;铺盖;锱铢必较;镬气;长年累月;长效;长满;长痛不如短痛;门禁;闭门思过;阇;阳光普照;陈米;隃;霜;靠北;靠边;面交;面巾;顶手;顶班;顶盘;顶让;颠来倒去;颠沛;颠覆;飞檐走壁;飞越;飞过;饱尝;騗;驻跸;骗;魏;鸟尽弓藏;龙门;𨅬
over-	瞒报;过度
over-the-counter	柜台;非处方药
over-the-top	彩虹屁;社交牛逼症
overage	超龄
overall	一盘棋;不误;东一榔头西一棒子;体量;全优;全局;全盘;全长;全面;共性;外观设计;大体;大体上;大势;大局;天下大势;总;总体;总体目标;总体规划;总分;总务;总吨位;总方针;总量;整体;方略;水涨船高;纵观;统揽;统筹;统筹兼顾;综理;脉络;辨证施治;通盘;通观;通识
overalls	工装裤;罩衣;背带裤
overambitious	画虎不成反类犬;画虎类犬
overanxious	心重
overattentive	过细
overawe	慑服
overbearing	不亢不卑;不卑不亢;亢;咄咄逼人;恶汉;气势凌人;气势汹汹;气粗;牛气;盛气凌人;财大气粗;霸道;骄横;高慢;鸭霸
overboard	偏科;刻舟求剑;落水;走火入魔;过火
overbook	超卖;超额订购
overbooking	超售
overcast	低沉;灰蒙蒙;阴;阴天;阴晦;阴暗;阴雨
overcautious	四平八稳;拘谨;瞻前顾后;迂讷
overcharge	宰;宰人;宰客;敲
overclocking	超频
overcoat	大氅;大衣;氅;防寒服
overcome	万箭穿心;人非生而知之者，孰能无惑;伏;伤心欲绝;克;克服;冲破;励志哥;填补;天下无难事，只怕有心人;好意思;悲不自胜;悲痛欲绝;披荆斩棘;排除万难;攻克;攻坚克难;无坚不摧;热昏;百无聊赖;破关;积重难返;胳膊拧不过大腿;越过;道高一尺，魔高一丈
overcomes	一力降十会;水滴石穿;滴水石穿;滴水穿石
overcoming	刻苦耐劳
overcompensate	矫枉过正
overcomplicated	枝蔓
overconcerned	心眼多
overconfident	自恃;踶跂
overcooked	胹;陈谷子烂芝麻
overcooking	糗
overcorrect	矫枉过正
overcourteous	多礼
overcritical	品头论足;评头论足
overcrowded	人满为患;拥挤不堪;超员
overdo	点到即止;画蛇添足;触线;过头
overdoing	偏科;小作怡情，大作伤身
overdose	中毒者;恶补
overdraft	透支
overdraw	透支
overdue	滞纳;滞纳金;补税;讨账;误点;过度;过期;逾期
overeating	五劳七伤;吃坏
overelaborate	繁文缛节
overemphasis	分数挂帅
overemphasize	偏科
overestimate	不自量力;自不量力;蚍蜉撼树;蜻蜓撼石柱;认鸡作凤;高估
overexertion	内伤;劳伤
overfamiliarity	直呼其名
overflow	充溢;喷薄;外溢;横流;横溢;泛滥;涌进;涔;溢;溢出;溢流孔;漫溢;漾;衍;覆;𬇕
overflowing	严了眼儿;弥;挤满;横生;涨满;溢满;满溢;满登登;滥;盎然
overgrown	丛生;榛榛;芊萰;芜;芜秽;茻;草满囹圄;荒芜;蓬乱;蓬蓬;蓬门筚户;蓬门荜户;蔓生
overhand	上手
overhanging	吊楼;悬崖;斗拱
overhasty	操之过急
overhaul	大修;检修;翻修
overhead	上边;倒钩;天桥;头上;幻灯机;当空;架空;行李箱;过头;高架
overhear	串音
overheated	过热
overhoard	朽蠹
overhung	吊门
overijssel	上艾瑟尔
overindulge	乐不可极;姑息
overindulgence	沉湎酒色
overjoyed	乐不可支;乐颠了馅;喜从天降;喜出望外;大喜过望;欢欣雀跃;欢欣鼓舞;欣幸;鳌抃
overladen	蕤
overlaid	B站;哔哩哔哩;套印;套色;搭缝
overland	陆路
overlap	交叉;交集;叠合;复;套;襟;覆叠;重叠
overlapping	复;套叠;山峦重叠;搭接片;衽;重影
overlay	叠加;叠合;覆叠
overload	超负荷;超载;过载
overloaded	超负荷
overloading	重载
overlook	不依不饶;不加理睬;不咎既往;临;临海;俯视;埋没;忘;忽;忽略;忽视;灯下黑;略迹原情;疏忽;疏漏;瞰临;瞰望;缺漏;遗漏
overlooked	死角
overlooking	居高临下;岳阳楼
overlord	挟天子以令天下;挟天子以令诸侯;霸主;霸王;领主
overly	亵昵;嘉豪;好面子;姑息;婆婆妈妈;恣睢;普信;杯弓蛇影;玻璃心;甜腻;疑神疑鬼;老古板;过分;钱串子;雕琢;香肠嘴;齁甜
overnight	一夕;一夜之间;一夜爆红;一朝一夕;一蹴而就;一鸣惊人;休市;包夜;夕发朝至;安睡裤;宿夜;留宿;过夜;通夜;通宵达旦;隔夜
overpass	立交;立交桥;立体交叉
overpayment	多退少补;溢缴款
overpopulation	人满为患
overpower	制伏;压倒;打败;酒不醉人人自醉，色不迷人人自迷
overpowering	熏天
overpraise	谬奖;过奖
overrate	不自量;拔高;蚍蜉撼大树;蚍蜉撼树;螳臂当车;高估;鸡蛋碰石头
overreach	弄巧成拙;聪明反被聪明误
overreaching	以卵击石
overreact	洒狗血;过敏
overripe	烂熟
overroasting	烤焦
overrule	否决;驳回
overruled	不服
overrun	溃;躙
oversaw	张廷玉
overseas	伴手礼;侨乡;侨务委员会;侨生;出海;华侨;华教;台商;唐人;唐山;国外;土鳖;外商直接投资;外援;外溢;外籍华人;山谷市;崇洋媚外;拉练;欧咪呀给;海外;海外赤子;海归;海待;海淘;留尼旺;留尼汪;番客;蒙特塞拉特;陪读;驻节
oversee	坐镇;监理;监督;监管;督办;督导;督工;督战;综理
overseeing	德育处;政法委;都察院
overseer	畯;监工;督工
oversees	上线;中共中央组织部;国有资产监督管理委员会
oversell	超卖
oversensitive	多心;神经过敏;过敏
overshadow	功高盖主
overshadowed	黯然失色
overshoe	鞋套
overshoes	套鞋;胶鞋
oversight	漏失;疏失;疏忽大意;疏漏;考纪;走眼;领导小组
oversized	臃肿
oversleep	睡过头
overslept	太阳晒屁股
oversow	重播
overspend	超支;透支
overstaffed	臃肿;超员
overstate	多报;言过其实
overstated	夸张;邪乎
overstatement	水分
overstep	僣;僭;僭越;出圈儿;出格;出轨;失格;超出;越界;越礼;越轨;过头
overstepping	不越雷池;非分
oversubscribed	超额认购;超额配股权
overt	公开;堂而皇之;阳谋
overtake	弯道超车;赶;赶上;赶不上;赶超;超;超车;追上;追赶
overtax	暴敛
overthink	纠结
overthrow	倒;倾覆;克;入关学;封神榜;封神演义;打倒;打翻;推倒;推翻;汤武革命;煽动颠覆国家罪;翻倒;貂蝉;赤眉;阴谋颠覆政府罪;隳;颠覆国家罪;颠覆政府罪;颠覆罪
overthrown	西夏
overthrows	武王伐纣
overtime	加时;加时赛;加点;加班;加班费;超时
overtly	明里暗里;阳奉阴违
overtone	弦外之音;意味;泛音;西奇
overtreatment	过度医疗
overture	序曲;橄榄枝;闹场
overtures	抛绣球
overturn	倾;倾城;倾翻;倾覆;打翻;掀翻;排山倒海;水能载舟，亦能覆舟;破竹建瓴;翻;翻倒;翻空出奇;翻箱倒柜;翻箱倒箧;翻覆;翻过来;覆;载舟覆舟;颠覆
overturned	前车之鉴;后车之鉴;覆辙;重蹈覆辙
overturning	旋乾转坤;翻子拳;翻江倒海
overturns	前车之覆，后车之鉴;覆巢无完卵
overuse	透支
overview	一览;不求甚解;总览;总论;总述;概观;概览;概述;鸟瞰
overweening	嚣张气焰
overweight	坦克;胖人;脑满肠肥;膗;超重;过劳肥;过重
overwhelm	制伏;压倒;压垮
overwhelmed	刘姥姥进大观园;受宠若惊;应接不暇;心潮澎湃;泪失禁;消魂;精虫冲脑;骇然
overwhelming	压倒;压倒性;大获全胜;浩然;滔天;绝大部分;翻江倒海;臭气熏天;铺天盖地;销魂;黯然销魂
overwhelmingly	一边倒;一面倒
overwhelms	喧宾夺主
overwinter	越冬
overwork	工作过度;积劳成疾;累死累活;过劳;过劳死;过劳肥
overworked	吗喽;瘁;白奴;能者多劳
overwrite	刷入
overwritten	锁定
overwrought	悲不自胜
oviduct	输卵管
oviedo	奥维耶多
oviparous	卵生
